id,spelling,char_set_str
8140,incision,cinos
8141,incisive,ceinsv
8142,incisor,cinors
8143,incite,ceint
8144,inclement,ceilmnt
8145,incogitant,acginot
8146,incommensurate,aceimnorstu
8147,incompatible,abceilmnopt
8148,incompetent,ceimnopt
8149,incongruent,ceginortu
8150,incongruity,cginortuy
8151,inconsequential,aceilnoqstu
8152,inconstancy,acinosty
8153,incontrovertible,bceilnortv
8154,incorporeal,aceilnopr
8155,incorrigibility,bcgilnorty
8156,incorrigible,bcegilnor
8157,incorruptible,bceilnoprtu
8158,incredulity,cdeilnrtuy
8159,increment,ceimnrt
8160,incriminate,aceimnrt
8161,incrustation,acinorstu
8162,incubate,abceintu
8163,incubation,abcinotu
8164,incubator,abcinortu
8165,incubus,bcinsu
8166,inculcate,aceilntu
8167,inculpate,aceilnptu
8168,incumbent,bceimntu
8169,indebted,bdeint
8170,indecipherable,abcdehilnpr
8171,indecisive,cdeinsv
8172,indefatigable,abdefgilnt
8173,indelible,bdeiln
8174,indemnify,defimny
8175,indemnity,deimnty
8176,indent,deint
8177,indenture,deinrtu
8178,indeterminate,adeimnrt
8179,indices,cdeins
8180,indict,cdint
8181,indigence,cdegin
8182,indigenous,deginosu
8183,indigent,degint
8184,indignity,dginty
8185,indispensability,abdeilnpsty
8186,indite,deint
8187,indoctrinate,acdeinort
8188,indolent,deilnot
8189,indubitable,abdeilntu
8190,induct,cdintu
8191,induction,cdinotu
8192,indurate,adeinrtu
8193,industrious,dinorstu
8194,inebriate,abeinrt
8195,ineffable,abefiln
8196,ineffaceable,abcefiln
8197,ineffectual,acefilntu
8198,inelasticity,aceilnsty
8199,ineligible,begiln
8200,ineluctable,abceilntu
8201,inept,einpt
8202,ineptitude,deinptu
8203,inequity,einqtuy
8204,inert,einrt
8205,inexhaustible,abehilnstux
8206,inexorable,abeilnorx
8207,inexpedient,deinptx
8208,inexpiable,abeilnpx
8209,inexplicable,abceilnpx
8210,infantile,aefilnt
8211,infantry,afinrty
8212,infatuate,aefintu
8213,infatuated,adefintu
8214,infatuation,afinotu
8215,infection,cefinot
8216,infelicitous,cefilnostu
8217,infelicity,cefilnty
8218,infernal,aefilnr
8219,inferno,efinor
8220,infest,efinst
8221,infiltrate,aefilnrt
8222,infinitesimal,aefilmnst
8223,infinity,finty
8224,infirm,fimnr
8225,inflame,aefilmn
8226,inflamed,adefilmn
8227,inflammation,afilmnot
8228,inflate,aefilnt
8229,inflict,cfilnt
8230,infliction,cfilnot
8231,influx,filnux
8232,informed,defimnor
8233,informer,efimnor
8234,infraction,acfinort
8235,infringe,efginr
8236,infuriate,aefinrtu
8237,infuse,efinsu
8238,ingenuity,egintuy
8239,ingenuous,eginosu
8240,ingest,eginst
8241,ingestion,eginost
8242,ingrained,adeginr
8243,ingrate,aeginrt
8244,ingratiate,aeginrt
8245,ingratiating,aginrt
8246,ingress,eginrs
8247,ingénue,eginué
8248,inhibitor,bhinort
8249,inhumane,aehimnu
8250,inimical,acilmn
8251,inimitable,abeilmnt
8252,iniquitous,inoqstu
8253,iniquity,inqtuy
8254,injection,ceijnot
8255,injunction,cijnotu
8256,injurious,ijnorsu
8257,inkling,gikln
8258,innate,aeint
8259,innocence,ceino
8260,innocuous,cinosu
8261,innovative,aeinotv
8262,innuendo,deinou
8263,inoculate,aceilnotu
8264,inordinate,adeinort
8265,inquisitive,einqstuv
8266,inroad,adinor
8267,insane,aeins
8268,insanity,ainsty
8269,insatiable,abeilnst
8270,inscribe,bceinrs
8271,inscription,cinoprst
8272,inscrutable,abceilnrstu
8273,insecticide,cdeinst
8274,insensate,aeinst
8275,insentient,einst
8276,insider,deinrs
8277,insidious,dinosu
8278,insignia,agins
8279,insincerity,ceinrsty
8280,insinuate,aeinstu
8281,insipid,dinps
8282,insolate,aeilnost
8283,insolence,ceilnos
8284,insolent,eilnost
8285,insoluble,beilnosu
8286,insolvency,ceilnosvy
8287,insomnia,aimnos
8288,insouciance,aceinosu
8289,insouciant,acinostu
8290,inspection,ceinopst
8291,inspired,deinprs
8292,instate,aeinst
8293,instigate,aeginst
8294,instill,ilnst
8295,instinctive,ceinstv
8296,institutionalized,adeilnostuz
8297,instructive,ceinrstuv
8298,instrumentalist,aeilmnrstu
8299,insubordinate,abdeinorstu
8300,insubstantial,abilnstu
8301,insufficient,cefinstu
8302,insular,ailnrsu
8303,insularity,ailnrstuy
8304,insulin,ilnsu
8305,insuperable,abeilnprsu
8306,insurgent,eginrstu
8307,insurrection,ceinorstu
8308,intangibility,abgilnty
8309,intangible,abegilnt
8310,intellect,ceilnt
8311,intensify,efinsty
8312,intent,eint
8313,intentional,aeilnot
8314,inter,einrt
8315,interaction,aceinort
8316,intercede,cdeinrt
8317,intercept,ceinprt
8318,intercessor,ceinorst
8319,interchangeable,abceghilnrt
8320,interdict,cdeinrt
8321,interdisciplinary,acdeilnprsty
8322,interjection,ceijnort
8323,interlace,aceilnrt
8324,interlard,adeilnrt
8325,interlock,ceiklnort
8326,interlocking,cegiklnort
8327,interlocutor,ceilnortu
8328,interlope,eilnoprt
8329,interloper,eilnoprt
8330,interlude,deilnrtu
8331,intermediary,adeimnrty
8332,interminable,abeilmnrt
8333,intermingle,egilmnrt
8334,intermission,eimnorst
8335,intern,einrt
8336,internecine,ceinrt
8337,interplay,aeilnprty
8338,interpolate,aeilnoprt
8339,interpose,einoprst
8340,interregnum,egimnrtu
8341,interrogate,aeginort
8342,interrogative,aeginortv
8343,intersect,ceinrst
8344,intersperse,einprst
8345,interstice,ceinrst
8346,intertwine,einrtw
8347,interweave,aeinrtvw
8348,intestate,aeinst
8349,intestine,einst
8350,intoxicate,aceinotx
8351,intractable,abceilnrt
8352,intransigent,aeginrst
8353,intrepid,deinprt
8354,intricacy,acinrty
8355,introspective,ceinoprstv
8356,intuitive,eintuv
8357,intumescence,ceimnstu
8358,inundate,adeintu
8359,inured,deinru
8360,invective,ceintv
8361,inveigh,eghinv
8362,inveigle,egilnv
8363,invertebrate,abeinrtv
8364,investiture,einrstuv
8365,inveterate,aeinrtv
8366,invidious,dinosuv
8367,invigilate,aegilntv
8368,invigorate,aeginortv
8369,invigorating,aginortv
8370,inviolable,abeilnov
8371,invoice,ceinov
8372,invoke,eiknov
8373,involuntary,ailnortuvy
8374,invulnerable,abeilnruv
8375,iodine,deino
8376,iota,aiot
8377,irascible,abceilrs
8378,irate,aeirt
8379,ire,eir
8380,iridescence,cdeinrs
8381,iridescent,cdeinrst
8382,irk,ikr
8383,irksome,eikmors
8384,ironclad,acdilnor
8385,ironic,cinor
8386,irradiate,adeirt
8387,irradicable,abcdeilr
8388,irreconcilable,abceilnor
8389,irredeemable,abdeilmr
8390,irreducible,bcdeilru
8391,irremediable,abdeilmr
8392,irrepressible,beilprs
8393,irrevocable,abceilorv
8394,irritable,abeilrt
8395,irritation,ainort
8396,isotope,eiopst
8397,isthmus,himstu
8398,iterate,aeirt
8399,itinerant,aeinrt
8400,itinerary,aeinrty
8401,ivory,iorvy
8402,jab,abj
8403,jabber,abejr
8404,jade,adej
8405,jaded,adej
8406,jagged,adegj
8407,jamb,abjm
8408,jamboree,abejmor
8409,jape,aejp
8410,jarring,agijnr
8411,jaundice,acdeijnu
8412,jaundiced,acdeijnu
8413,jaunt,ajntu
8414,jaunty,ajntuy
8415,jealousy,aejlosuy
8416,jeer,ejr
8417,jejune,ejnu
8418,jeopardize,adeijoprz
8419,jeopardy,adejopry
8420,jerk,ejkr
8421,jest,ejst
8422,jesting,egijnst
8423,jettison,eijnost
8424,jibe,beij
8425,jigsaw,agijsw
8426,jingoism,gijmnos
8427,jitters,eijrst
8428,jockey,cejkoy
8429,jocular,acjloru
8430,jocund,cdjnou
8431,jolt,jlot
8432,josh,hjos
8433,jostle,ejlost
8434,jot,jot
8435,jounce,cejnou
8436,jovial,aijlov
8437,jubilant,abijlntu
8438,jubilation,abijlnotu
8439,judicious,cdijosu
8440,judiciousness,cdeijnosu
8441,juggernaut,aegjnrtu
8442,jumble,bejlmu
8443,jumpy,jmpuy
8444,juncture,cejnrtu
8445,jurisdiction,cdijnorstu
8446,jurisprudence,cdeijnprsu
8447,justifiable,abefijlstu
8448,justification,acfijnostu
8449,juxtapose,aejopstux
8450,kaleidoscope,acdeiklops
8451,kaleidoscopic,acdeiklops
8452,kangaroo,agknor
8453,ken,ekn
8454,kennel,ekln
8455,kernel,eklnr
8456,killjoy,ijkloy
8457,kindle,deikln
8458,kindred,deiknr
8459,kinetic,ceiknt
8460,kiosk,ikos
8461,knack,ackn
8462,knave,aeknv
8463,knead,adekn
8464,knoll,klno
8465,knotty,knoty
8466,know-how,-hknow
8467,kudos,dkosu
8468,labile,abeil
8469,labored,abdelor
8470,labyrinth,abhilnrty
8471,lacerate,acelrt
8472,laceration,aceilnort
8473,lachrymose,acehlmorsy
8474,lackadaisical,acdikls
8475,lackey,acekly
8476,lackluster,aceklrstu
8477,laconic,acilno
8478,lactic,acilt
8479,ladle,adel
8480,laggard,adglr
8481,lair,ailr
8482,laity,ailty
8483,lambaste,abelmst
8484,lament,aelmnt
8485,lamentable,abelmnt
8486,laminate,aeilmnt
8487,lampoon,almnop
8488,lance,aceln
8489,lancet,acelnt
8490,landfill,adfiln
8491,landlocked,acdeklno
8492,landmark,adklmnr
8493,landslide,adeilns
8494,languid,adgilnu
8495,languish,aghilnsu
8496,languor,aglnoru
8497,lank,akln
8498,lapidary,adilpry
8499,lard,adlr
8500,larder,adelr
8501,largess,aeglrs
8502,largesse,aeglrs
8503,lark,aklr
8504,larva,alrv
8505,lassitude,adeilstu
8506,lasso,alos
8507,lasting,agilnst
8508,latch,achlt
8509,latency,acelnty
8510,lathe,aehlt
8511,lattice,aceilt
8512,laud,adlu
8513,lava,alv
8514,lave,aelv
8515,lavish,ahilsv
8516,laxative,aeiltvx
8517,layover,aelorvy
8518,leach,acehl
8519,leakage,aegkl
8520,leash,aehls
8521,leaven,aelnv
8522,lectern,celnrt
8523,ledger,deglr
8524,leer,elr
8525,leery,elry
8526,leeward,adelrw
8527,leeway,aelwy
8528,legerdemain,adegilmnr
8529,legible,begil
8530,legion,egilno
8531,legislate,aegilst
8532,legislature,aegilrstu
8533,leisureliness,eilnrsu
8534,leniency,ceilny
8535,lenient,eilnt
8536,lesion,eilnos
8537,lethal,aehlt
8538,lethargic,aceghilrt
8539,lethargy,aeghlrty
8540,levee,elv
8541,levelheaded,adehlv
8542,leverage,aeglrv
8543,levity,eiltvy
8544,lexical,aceilx
8545,lexicographer,aceghiloprx
8546,lexicon,ceilnox
8547,liaison,ailnos
8548,libel,beil
8549,libelous,beilosu
8550,liberality,abeilrty
8551,libertine,beilnrt
8552,libido,bdilo
8553,libretto,beilort
8554,licentious,ceilnostu
8555,licit,cilt
8556,lien,eiln
8557,ligature,aegilrtu
8558,ligneous,egilnosu
8559,liken,eikln
8560,limber,beilmr
8561,limbo,bilmo
8562,limerick,ceiklmr
8563,limestone,eilmnost
8564,limn,ilmn
8565,limousine,eilmnosu
8566,limpid,dilmp
8567,lineage,aegiln
8568,lineal,aeiln
8569,lineaments,aeilmnst
8570,lingual,agilnu
8571,linguistics,cgilnstu
8572,linoleum,eilmnou
8573,lint,ilnt
8574,lionize,eilnoz
8575,liquefy,efilquy
8576,liquidate,adeilqtu
8577,lissome,eilmos
8578,listless,eilst
8579,literal,aeilrt
8580,literate,aeilrt
8581,literati,aeilrt
8582,lithe,ehilt
8583,litigant,agilnt
8584,litigation,agilnot
8585,littoral,ailort
8586,livid,dilv
8587,loam,almo
8588,loath,ahlot
8589,loathe,aehlot
8590,lobe,belo
8591,locale,acelo
8592,locomotion,cilmnot
8593,locus,closu
8594,locust,clostu
8595,locution,cilnotu
8596,lode,delo
8597,loft,flot
8598,logistics,cgilost
8599,logjam,agjlmo
8600,loiter,eilort
8601,loll,lo
8602,long-winded,-degilnow
8603,longevity,egilnotvy
8604,longing,gilno
8605,loon,lno
8606,loophole,ehlop
8607,lope,elop
8608,lopsided,deilops
8609,loquacious,aciloqsu
8610,lore,elor
8611,lout,lotu
8612,loutish,hilostu
8613,lowbred,bdelorw
8614,lubricant,abcilnrtu
8615,lubricious,bcilorsu
8616,lucid,cdilu
8617,lucrative,aceilrtuv
8618,lucre,celru
8619,lucubrate,abcelrtu
8620,ludicrous,cdilorsu
8621,lug,glu
8622,lukewarm,aeklmruw
8623,lull,lu
8624,lullaby,abluy
8625,lumberjack,abcejklmru
8626,lumen,elmnu
8627,luminary,ailmnruy
8628,lunatic,acilntu
8629,lurch,chlru
8630,lurid,dilru
8631,lurk,klru
8632,luscious,cilosu
8633,lush,hlsu
8634,lust,lstu
8635,lustrous,lorstu
8636,lusty,lstuy
8637,luxuriant,ailnrtux
8638,luxurious,ilorsux
8639,lymphatic,achilmpty
8640,lynch,chlny
8641,lyric,cilry
8642,macabre,abcemr
8643,macerate,acemrt
8644,machination,achimnot
8645,mackintosh,achikmnost
8646,maculate,acelmtu
8647,maculated,acdelmtu
8648,madcap,acdmp
8649,madrigal,adgilmr
8650,maelstrom,aelmorst
8651,maestro,aemorst
8652,magenta,aegmnt
8653,magisterial,aegilmrst
8654,magnanimity,agimnty
8655,magnanimous,agimnosu
8656,magnate,aegmnt
8657,magniloquent,aegilmnoqtu
8658,magpie,aegimp
8659,maim,aim
8660,maize,aeimz
8661,majestic,aceijmst
8662,makeshift,aefhikmst
8663,maladroit,adilmort
8664,malaise,aeilms
8665,malapropism,ailmoprs
8666,malcontent,acelmnot
8667,malediction,acdeilmnot
8668,malefactor,aceflmort
8669,maleficent,acefilmnt
8670,malevolent,aelmnotv
8671,malfeasance,aceflmns
8672,malfunction,acfilmnotu
8673,malice,aceilm
8674,malicious,acilmosu
8675,malign,agilmn
8676,malinger,aegilmnr
8677,malleable,abelm
8678,mallet,aelmt
8679,malodor,adlmor
8680,malpractice,aceilmprt
8681,mammoth,ahmot
8682,manacle,acelmn
8683,mandate,ademnt
8684,mandatory,admnorty
8685,mangle,aeglmn
8686,mangy,agmny
8687,mania,aimn
8688,manifestation,aefimnost
8689,manifesto,aefimnost
8690,manifold,adfilmno
8691,manipulative,aeilmnptuv
8692,mannered,ademnr
8693,mansion,aimnos
8694,mantle,aelmnt
8695,manumit,aimntu
8696,manure,aemnru
8697,maple,aelmp
8698,mar,amr
8699,maraud,admru
8700,marbled,abdelmr
8701,mare,aemr
8702,margarine,aegimnr
8703,mariner,aeimnr
8704,marionette,aeimnort
8705,maritime,aeimrt
8706,marked,adekmr
8707,maroon,amnor
8708,marred,ademr
8709,marrow,amorw
8710,marsh,ahmrs
8711,marshal,ahlmrs
8712,marsupial,ailmprsu
8713,martial,ailmrt
8714,martyr,amrty
8715,marvel,aelmrv
8716,mash,ahms
8717,mason,amnos
8718,masquerade,ademqrsu
8719,mast,amst
8720,mastermind,adeimnrst
8721,masticate,aceimst
8722,matador,admort
8723,materialize,aeilmrtz
8724,maternal,aelmnrt
8725,matriarchy,achimrty
8726,matriculate,aceilmrtu
8727,matrix,aimrtx
8728,matte,aemt
8729,mattress,aemrst
8730,maturity,aimrtuy
8731,maudlin,adilmnu
8732,maul,almu
8733,maunder,ademnru
8734,mauve,aemuv
8735,maven,aemnv
8736,maverick,aceikmrv
8737,mawkish,ahikmsw
8738,maxim,aimx
8739,maximize,aeimxz
8740,mayhem,aehmy
8741,maze,aemz
8742,meager,aegmr
8743,mealy,aelmy
8744,meander,ademnr
8745,measly,aelmsy
8746,measured,ademrsu
8747,mechanics,acehimns
8748,meddle,delm
8749,meddlesome,delmos
8750,mediate,adeimt
8751,medicate,acdeimt
8752,mediocre,cdeimor
8753,mediocrity,cdeimorty
8754,meditative,adeimtv
8755,medley,delmy
8756,meek,ekm
8757,megalomania,aegilmno
8758,melancholy,acehlmnoy
8759,meld,delm
8760,mellifluous,efilmosu
8761,melodrama,adelmor
8762,membrane,abemnr
8763,memento,emnot
8764,memoir,eimor
8765,memorandum,ademnoru
8766,mendacious,acdeimnosu
8767,mendacity,acdeimnty
8768,mendicant,acdeimnt
8769,menial,aeilmn
8770,menthol,ehlmnot
8771,mentor,emnort
8772,mercantile,aceilmnrt
8773,mercenary,acemnry
8774,mercurial,aceilmru
8775,meretricious,ceimorstu
8776,merited,deimrt
8777,meritorious,eimorstu
8778,mermaid,adeimr
8779,mesa,aems
8780,mesh,ehms
8781,mesmerism,eimrs
8782,mesmerize,eimrsz
8783,metabolism,abeilmost
8784,metallurgy,aeglmrtuy
8785,metamorphose,aehmoprst
8786,metaphysical,acehilmpsty
8787,metaphysics,acehimpsty
8788,mete,emt
8789,meteoric,ceimort
8790,meteorology,eglmorty
8791,methodical,acdehilmot
8792,meticulous,ceilmostu
8793,metrical,aceilmrt
8794,metropolis,eilmoprst
8795,mettle,elmt
8796,mettlesome,elmost
8797,miasma,aims
8798,microbe,bceimor
8799,microorganism,acgimnors
8800,microscopic,cimoprs
8801,midget,degimt
8802,mien,eimn
8803,miff,fim
8804,mighty,ghimty
8805,migratory,agimorty
8806,milestone,eilmnost
8807,militia,ailmt
8808,millennium,eilmnu
8809,mime,eim
8810,mimic,cim
8811,minaret,aeimnrt
8812,minatory,aimnorty
8813,mince,ceimn
8814,minion,imno
8815,minnow,imnow
8816,mint,imnt
8817,minuet,eimntu
8818,minuscule,ceilmnsu
8819,minutes,eimnstu
8820,minutia,aimntu
8821,miraculous,acilmorsu
8822,mirage,aegimr
8823,mire,eimr
8824,mirth,himrt
8825,misanthrope,aehimnoprst
8826,miscellany,aceilmnsy
8827,mischievous,cehimosuv
8828,miscreant,aceimnrst
8829,miser,eimrs
8830,miserly,eilmrsy
8831,misgiving,gimnsv
8832,misinform,fimnors
8833,misnomer,eimnors
8834,misperceive,ceimprsv
8835,misrepresent,eimnprst
8836,"misrepresentation['mis,reprizen'teiʃən]","',[]aeimnoprstzəʃ"
8837,misshapen,aehimnps
8838,missive,eimsv
8839,mistimed,deimst
8840,mistral,ailmrst
8841,mite,eimt
8842,mitigate,aegimt
8843,mitten,eimnt
8844,mnemonics,ceimnos
8845,moat,amot
8846,mobility,bilmoty
8847,modicum,cdimou
8848,modish,dhimos
8849,modulate,adelmotu
8850,mogul,glmou
8851,molar,almor
8852,mold,dlmo
8853,molding,dgilmno
8854,moldy,dlmoy
8855,molest,elmost
8856,mollify,filmoy
8857,mollycoddle,cdelmoy
8858,molt,lmot
8859,molten,elmnot
8860,moment,emnot
8861,momentous,emnostu
8862,monarchy,achmnory
8863,monastery,aemnorsty
8864,mongrel,eglmnor
8865,monochromatic,achimnort
8866,monochrome,cehmnor
8867,monocle,celmno
8868,monogamy,agmnoy
8869,monograph,aghmnopr
8870,monolithic,chilmnot
8871,monologue,eglmnou
8872,monomania,aimno
8873,monopolize,eilmnopz
8874,monotone,emnot
8875,monotony,mnoty
8876,monsoon,mnos
8877,monstrous,mnorstu
8878,montage,aegmnot
8879,monumental,aelmnotu
8880,moody,dmoy
8881,moor,mor
8882,mope,emop
8883,morale,aelmor
8884,moralistic,acilmorst
8885,morass,amors
8886,moratorium,aimortu
8887,morbid,bdimor
8888,mordant,admnort
8889,mores,emors
8890,moribund,bdimnoru
8891,moron,mnor
8892,morose,emors
8893,morsel,elmors
8894,mortality,ailmorty
8895,mortar,amort
8896,mortification,acfimnort
8897,mortify,fimorty
8898,mortuary,amortuy
8899,mosque,emoqsu
8900,mote,emot
8901,motif,fimot
8902,motile,eilmot
8903,motility,ilmoty
8904,motley,elmoty
8905,mottle,elmot
8906,mottled,delmot
8907,motto,mot
8908,mountainous,aimnostu
8909,mountebank,abekmnotu
8910,mournful,flmnoru
8911,muck,ckmu
8912,muddle,delmu
8913,muddy,dmuy
8914,muffle,eflmu
8915,muffled,deflmu
8916,muffler,eflmru
8917,muggy,gmuy
8918,mulct,clmtu
8919,mulish,hilmsu
8920,mull,lmu
8921,multifarious,afilmorstu
8922,multiplicity,cilmptuy
8923,mumble,belmu
8924,munch,chmnu
8925,mundane,ademnu
8926,municipality,acilmnptuy
8927,munificence,cefimnu
8928,muniments,eimnstu
8929,munition,imnotu
8930,mural,almru
8931,murky,kmruy
8932,muse,emsu
8933,musicologist,cgilmostu
8934,musket,ekmstu
8935,musky,kmsuy
8936,muster,emrstu
8937,musty,mstuy
8938,mutate,aemtu
8939,muted,demtu
8940,mutilate,aeilmtu
8941,mutineer,eimnrtu
8942,mutinous,imnostu
8943,muzzy,muyz
8944,myopia,aimopy
8945,myopic,cimopy
8946,myriad,adimry
8947,mystic,cimsty
8948,nadir,adinr
8949,nag,agn
8950,naivety,aeintvy
8951,narcissism,acimnrs
8952,narcissist,acinrst
8953,narcotic,acinort
8954,nasal,alns
8955,nascent,acenst
8956,natal,alnt
8957,natation,ainot
8958,natty,anty
8959,nausea,aensu
8960,nauseate,aenstu
8961,nautical,acilntu
8962,navigate,aegintv
8963,naysay,ansy
8964,naysayer,aenrsy
8965,nebulous,belnosu
8966,necessitous,ceinostu
8967,necropolis,ceilnoprs
8968,nectar,acenrt
8969,needlework,deklnorw
8970,needy,deny
8971,nefarious,aefinorsu
8972,negate,aegnt
8973,negation,aeginot
8974,negligence,cegiln
8975,negotiable,abegilnot
8976,nemesis,eimns
8977,neolithic,cehilnot
8978,neologism,egilmnos
8979,neonate,aenot
8980,neophyte,ehnopty
8981,nephritis,ehinprst
8982,nepotism,eimnopst
8983,nestle,elnst
8984,nestling,egilnst
8985,nethermost,ehmnorst
8986,nettle,elnt
8987,neurology,eglnoruy
8988,neurosis,einorsu
8989,neutralize,aeilnrtuz
8990,neutron,enortu
8991,nexus,ensux
8992,nib,bin
8993,nibble,beiln
8994,nicety,ceinty
8995,niche,cehin
8996,nick,cikn
8997,nicotine,ceinot
8998,nifty,finty
8999,niggard,adginr
9000,niggling,giln
9001,nihilism,hilmns
9002,nil,iln
9003,nimble,beilmn
9004,nip,inp
9005,nippers,einprs
9006,nipping,ginp
9007,nippy,inpy
9008,nitpick,ciknpt
9009,nocturnal,aclnortu
9010,noisome,eimnos
9011,nomad,admno
9012,nomadic,acdimno
9013,nonchalance,acehlno
9014,nonchalant,achlnot
9015,noncommittal,acilmnot
9016,nonconformist,cfimnorst
9017,nonentity,einoty
9018,nonesuch,cehnosu
9019,nonflammable,abeflmno
9020,nonpareil,aeilnopr
9021,nonplus,lnopsu
9022,nonporous,noprsu
9023,nonradioactive,acdeinortv
9024,nonsensical,aceilnos
9025,nonthreatening,aeghinort
9026,nonviable,abeilnov
9027,noose,enos
9028,nostalgia,agilnost
9029,nostrum,mnorstu
9030,notability,abilnoty
9031,notch,chnot
9032,nova,anov
9033,novice,ceinov
9034,noxious,inosux
9035,nuance,acenu
9036,nubile,beilnu
9037,nucleate,acelntu
9038,nude,denu
9039,nudge,degnu
9040,nugatory,agnortuy
9041,nullify,filnuy
9042,numerology,eglmnoruy
9043,numinous,imnosu
9044,numismatic,acimnstu
9045,numismatist,aimnstu
9046,nuptial,ailnptu
9047,nutrient,einrtu
9048,nymph,hmnpy
9049,oafishness,aefhinos
9050,oasis,aios
9051,oatmeal,aelmot
9052,obdurate,abdeortu
9053,obeisance,abceinos
9054,obelisk,beiklos
9055,obese,beos
9056,obfuscate,abcefostu
9057,obituary,abiortuy
9058,oblation,abilnot
9059,obligatory,abgilorty
9060,obliging,bgilno
9061,oblique,beiloqu
9062,obliterate,abeilort
9063,oblivious,bilosuv
9064,obloquy,bloquy
9065,obnoxious,binosux
9066,obscurity,bciorstuy
9067,obsequious,beioqsu
9068,observance,abcenorsv
9069,observant,abenorstv
9070,observatory,abeorstvy
9071,obsess,beos
9072,obsessed,bdeos
9073,obsessive,beiosv
9074,obsolescent,bcelnost
9075,obstinacy,abcinosty
9076,obstinate,abeinost
9077,obstreperous,beoprstu
9078,obtainable,abeilnot
9079,obtrude,bdeortu
9080,obtuse,beostu
9081,obverse,beorsv
9082,obviate,abeiotv
9083,occidental,acdeilnot
9084,occlude,cdelou
9085,occult,clotu
9086,octogenarian,aceginort
9087,ocular,acloru
9088,oddments,demnost
9089,ode,deo
9090,odious,diosu
9091,odium,dimou
9092,odometer,demort
9093,odoriferous,defiorsu
9094,odyssey,deosy
9095,off-key,-efkoy
9096,offbeat,abefot
9097,offence(offense),()cefnos
9098,offhand,adfhno
9099,officious,cfiosu
9100,offish,fhios
9101,offstage,aefgost
9102,ogle,eglo
9103,ointment,eimnot
9104,oleaginous,aegilnosu
9105,olfaction,acfilnot
9106,olfactory,acflorty
9107,oligarch,acghilor
9108,oligarchy,acghilory
9109,omelet,elmot
9110,ominous,imnosu
9111,omit,imot
9112,omnipotent,eimnopt
9113,omnipresent,eimnoprst
9114,omniscient,ceimnost
9115,omnivorous,imnorsuv
9116,onerous,enorsu
9117,onset,enost
9118,onslaught,aghlnostu
9119,onus,nosu
9120,ooze,eoz
9121,opacity,aciopty
9122,opalescence,acelnops
9123,operative,aeioprtv
9124,operetta,aeoprt
9125,opiate,aeiopt
9126,opine,einop
9127,opinionated,adeinopt
9128,opportune,enoprtu
9129,opprobrious,bioprsu
9130,optimism,imopst
9131,optimist,imopst
9132,optimization,aimnoptz
9133,opulent,elnoptu
9134,opus,opsu
9135,oracle,acelor
9136,oracular,acloru
9137,oration,ainort
9138,oratorio,aiort
9139,oratory,aorty
